FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12;
02/06/2022;ES11;2=;3899;4002;4845;5691;5329;4962;5071;4040;5370;4544;3414;2536;
02/06/2022;ES12;1-;593;372;294;251;442;1192;1683;1699;1268;1480;1679;1823;
02/06/2022;ES12;1=;1703;1387;1766;1765;1593;971;1691;1801;1830;1535;1503;1329;
02/06/2022;ES12;2-;0;0;0;0;0;0;0;0;0;0;0;0;
02/06/2022;ES12;2=;0;0;0;0;0;0;0;0;0;0;0;0;
02/06/2022;ES13;1-;510;285;201;169;169;439;1068;1375;1484;1434;1344;1416;
02/06/2022;ES13;1=;1452;1476;1343;1381;1485;1483;1582;1465;1170;901;843;811;
02/06/2022;ES13;2-;458;354;219;161;184;467;1244;1856;1955;1941;1996;1993;
02/06/2022;ES13;2=;2042;2241;1826;1881;1929;2000;1969;1905;1612;1049;917;856;
02/06/2022;ES14;1-;66;34;24;23;29;74;230;439;492;442;467;458;
02/06/2022;ES14;1=;396;366;370;417;476;458;399;372;289;220;182;165;
02/06/2022;ES14;2-;27;20;11;6;23;30;93;194;235;239;269;306;
02/06/2022;ES14;2=;303;325;242;250;273;341;278;256;202;124;101;68;
02/06/2022;ES15;1-;108;58;29;35;62;249;912;1049;926;732;844;716;
02/06/2022;ES15;1=;800;845;802;785;778;893;869;645;507;336;242;204;
02/06/2022;ES15;2-;46;39;28;30;38;145;576;1117;1121;914;733;681;
02/06/2022;ES15;2=;716;903;760;683;755;790;686;585;422;256;141;118;
02/06/2022;ES16;1-;508;285;217;182;272;328;1011;1329;1124;1323;1372;1177;
02/06/2022;ES16;1=;1291;1434;1449;1649;1626;1599;1764;1598;1301;963;944;900;
02/06/2022;ES16;2-;223;154;126;121;144;485;1458;1560;1645;1604;1549;1477;
02/06/2022;ES16;2=;1513;1332;1366;1369;1449;1534;1473;1464;1131;690;598;445;
02/06/2022;ES17;1-;426;260;208;202;358;1423;2915;3229;3072;2745;2791;2736;
02/06/2022;ES17;1=;2675;2578;2490;2542;2662;2829;2786;2783;2203;1436;1231;948;
02/06/2022;ES17;2-;0;0;0;0;0;0;0;0;0;0;0;0;
02/06/2022;ES17;2=;0;0;0;0;0;0;0;0;0;0;0;0;
02/06/2022;ES18;1-;100;52;34;25;38;292;1375;1471;1362;991;877;809;
02/06/2022;ES18;1=;772;683;610;634;700;703;661;578;441;290;243;214;
02/06/2022;ES18;2-;150;80;57;34;39;90;251;510;643;762;869;920;
02/06/2022;ES18;2=;941;1216;1083;904;1050;1301;1341;1142;754;525;352;325;
02/06/2022;ES19;1-;164;132;109;90;133;220;538;908;952;962;958;948;
02/06/2022;ES19;1=;983;967;894;867;937;1017;1042;967;724;481;422;373;
02/06/2022;ES19;2-;0;0;0;0;0;0;0;0;0;0;0;0;
02/06/2022;ES19;2=;0;0;0;0;0;0;0;0;0;0;0;0;
02/06/2022;ES20;1-;4590;3188;2525;1199;787;747;1450;4370;8286;9178;8738;7991;
02/06/2022;ES20;1=;8505;9454;9999;9999;9999;9856;9999;9999;9999;9999;8371;6475;
02/06/2022;ES20;2-;3418;2067;1201;826;639;927;2732;7527;3406;5745;7560;9800;
02/06/2022;ES20;2=;9615;9452;9847;9999;9999;9687;9721;9999;9580;9021;7352;5046;
02/06/2022;ES21;1-;135;76;35;35;42;154;887;1582;1147;895;810;940;
02/06/2022;ES21;1=;998;1252;907;983;968;1016;1058;998;657;426;356;319;
02/06/2022;ES21;2-;246;82;52;50;77;286;962;1779;1961;1595;1486;1551;
02/06/2022;ES21;2=;1619;1697;1920;2061;1701;2208;2053;1377;1131;739;1029;915;
02/06/2022;ES22;1-;360;209;186;148;130;162;525;1377;1772;1696;1267;1246;
