FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12;
02/01/2022;ES02;1-;246;198;138;115;95;87;113;149;146;207;305;478;
02/01/2022;ES02;1=;580;530;517;433;447;553;618;185;232;400;371;289;
02/01/2022;ES02;2-;487;407;296;226;189;184;314;444;330;437;646;818;
02/01/2022;ES02;2=;898;961;1017;852;913;1088;1229;1244;1237;1100;809;625;
02/01/2022;ES03;1-;218;156;124;103;100;90;131;303;323;472;707;1050;
02/01/2022;ES03;1=;1136;1098;1086;857;656;857;1012;1038;891;801;580;354;
02/01/2022;ES03;2-;173;112;73;59;57;67;68;125;204;241;365;497;
02/01/2022;ES03;2=;699;779;869;651;463;639;693;833;734;672;492;298;
02/01/2022;ES04;1-;155;126;86;73;62;72;92;152;146;210;340;483;
02/01/2022;ES04;1=;581;679;767;465;449;611;739;791;698;573;381;259;
02/01/2022;ES04;2-;87;80;71;30;46;42;72;94;109;161;248;300;
02/01/2022;ES04;2=;418;377;354;252;223;260;273;309;285;304;224;144;
02/01/2022;ES05;1-;998;673;549;409;369;362;620;573;538;710;1000;1308;
02/01/2022;ES05;1=;1585;1710;1905;1600;1598;1714;1810;2138;2253;2202;1852;1397;
02/01/2022;ES05;2-;314;250;165;147;137;223;467;385;445;563;775;1128;
02/01/2022;ES05;2=;1319;1353;1207;863;1178;1503;1609;1553;1252;960;738;476;
02/01/2022;ES06;1-;52;32;19;20;23;56;74;102;129;204;319;384;
02/01/2022;ES06;1=;383;398;222;278;348;425;418;353;264;173;121;79;
02/01/2022;ES06;2-;53;28;19;16;28;35;63;90;141;201;314;348;
02/01/2022;ES06;2=;420;373;248;252;288;314;307;319;223;146;127;107;
02/01/2022;ES07;1-;452;264;155;142;110;123;328;396;506;669;891;1423;
02/01/2022;ES07;1=;1804;1723;1672;1353;1234;1414;1709;1719;1615;1481;1306;710;
02/01/2022;ES07;2-;329;187;139;108;137;283;619;652;677;933;1327;1734;
02/01/2022;ES07;2=;1936;2111;1898;1341;1474;2016;2529;1996;1722;1286;846;499;
02/01/2022;ES08;1-;590;530;446;333;323;289;295;316;326;358;519;632;
02/01/2022;ES08;1=;782;786;803;712;738;843;817;803;756;692;613;515;
02/01/2022;ES08;2-;588;582;394;380;339;317;343;407;355;423;571;696;
02/01/2022;ES08;2=;858;895;970;836;830;883;890;845;831;853;795;654;
02/01/2022;ES09;1-;500;463;355;312;280;255;311;275;299;499;698;831;
02/01/2022;ES09;1=;782;770;848;752;744;775;850;793;791;613;586;534;
02/01/2022;ES09;2-;0;0;0;0;0;0;0;0;0;0;0;0;
02/01/2022;ES09;2=;0;0;0;0;0;0;0;0;0;0;0;0;
02/01/2022;ES10;1-;0;0;0;0;0;0;0;0;0;0;0;0;
02/01/2022;ES10;1=;0;0;0;0;0;0;0;0;0;0;0;0;
02/01/2022;ES10;2-;187;125;103;71;64;81;111;114;163;243;312;436;
02/01/2022;ES10;2=;433;470;414;407;392;428;443;439;413;378;299;228;
02/01/2022;ES11;1-;527;389;180;123;76;111;221;697;790;852;1374;2043;
02/01/2022;ES11;1=;2772;2884;2750;2623;1654;1840;2320;2686;2361;2229;1779;1210;
02/01/2022;ES11;2-;755;481;272;148;108;110;142;497;551;838;973;1352;
02/01/2022;ES11;2=;2518;3165;3502;3129;2379;2426;2776;2512;2573;2384;2041;1756;
02/01/2022;ES12;1-;425;324;242;214;268;332;359;470;653;996;1350;1595;
02/01/2022;ES12;1=;1788;1697;1453;1523;1653;1744;1833;1552;1496;1228;840;598;
02/01/2022;ES12;2-;0;0;0;0;0;0;0;0;0;0;0;0;
02/01/2022;ES12;2=;0;0;0;0;0;0;0;0;0;0;0;0;
02/01/2022;ES13;1-;264;184;154;105;132;178;197;210;296;407;588;722;
02/01/2022;ES13;1=;859;782;570;716;889;972;1055;1059;822;642;467;299;
02/01/2022;ES13;2-;443;306;225;171;189;239;218;276;335;493;752;835;
02/01/2022;ES13;2=;1039;948;788;869;1026;1190;1246;1085;961;753;617;392;
