tipo_bloque,C,50;TIPO,C,254;VIA_CLASE,C,254;VIA_PAR,C,254;VIA_NOMBRE,C,254;CLASE_APP,C,254;NUMERO,N,10,0;COD_NDP,N,10,0;DISTRITO,N,10,0;BARRIO,N,10,0;X_UTM,N,19,11;Y_UTM,N,19,11
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+100;02CL10ALUM02;5;5;443597,1945;4479024,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+100;02CL10ALUM03;5;5;443596,815;4479025,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+110;02CL11ALUM02;5;5;443600,6303;4479018,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+110;02CL11ALUM03;5;5;443600,2709;4479018,969,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+120;02CL12ALUM01;5;4;443602,7384;4479014,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+120;02CL12ALUM02;5;4;443603,1672;4479013,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+010;02NC01ALUM01;5;6;443290,4023;4479815,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+050;02NC05ALUM01;5;6;443305,3475;4479784,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+060;02NC06ALUM02;5;6;443312,5524;4479775,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+060;02NC06ALUM03;5;6;443314,1887;4479771,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+070;02NC07ALUM01;5;6;443315,981;4479768,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+070;02NC07ALUM02;5;6;443317,4648;4479764,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+080;02NC08ALUM01;5;5;443319,0643;4479761,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+100;02NC10ALUM01;5;5;443341,2091;4479747,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+050;02NL05ALUM01;5;6;443292,2803;4479771,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+060;02NL06ALUM03;5;6;443293,7843;4479767,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+060;02NL06ALUM04;5;6;443295,2899;4479764,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+060;02NL06ALUM05;5;6;443307,0833;4479774,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+060;02NL06ALUM06;5;6;443308,7221;4479770,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+070;02NL07ALUM01;5;5;443311,8669;4479764,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+070;02NL07ALUM02;5;5;443298,588;4479757,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+070;02NL07ALUM03;5;5;443310,275;4479767,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+070;02NL07ALUM04;5;5;443296,9946;4479760,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+080;02NL08ALUM01;5;5;443313,4225;4479760,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+110;02NL11ALUM01;5;5;443325,6716;4479731,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+160;02NL16ALUM01;5;5;443347,9305;4479683,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+220;02NL22ALUM01;5;5;443370,1894;4479630,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+290;02NL29ALUM01;5;5;443398,2815;4479563,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+360;02NL36ALUM01;5;5;443423,7371;4479499,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+430;02NL43ALUM01;5;5;443447,2097;4479438,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+490;02NL49ALUM01;5;5;443467,8786;4479381,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+560;02NL56ALUM01;5;5;443492,7755;4479314,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+590;02NL59ALUM01;5;5;443502,1421;4479283,946,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+630;02NL63ALUM01;5;5;443515,4972;4479249,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+680;02NL68ALUM01;5;5;443534,6122;4479198,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+730;02NL73ALUM01;5;5;443552,0949;4479149,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+750;02NL75ALUM01;5;5;443566,5298;4479109,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+860;02NL86ALUM02;5;5;443585,5586;4479025,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+860;02NL86ALUM03;5;5;443585,2175;4479026,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+870;02NL87ALUM02;5;5;443586,8873;4479022,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+870;02NL87ALUM03;5;5;443587,2403;4479021,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+880;02NL88ALUM02;5;4;443591,3412;4479009,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+880;02NL88ALUM03;5;4;443591,7124;4479008,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+880;02NL88ALUM04;5;4;443590,004;4479013,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+880;02NL88ALUM05;5;4;443589,6849;4479014,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+050;02RC05ALUM01;5;5;443488,4746;4479157,831,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+080;02RC08ALUM01;5;5;443474,4829;4479122,853,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+110;02RC11ALUM01;5;5;443464,2183;4479097,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+050;02RM05ALUM01;15;7;443748,1986;4479088,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+090;02RM09ALUM01;15;7;443786,0644;4479068,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+120;02RM12ALUM01;15;7;443785,1102;4479024,762,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+180;02RM18ALUM01;15;7;443737,4117;4478980,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA - Palmera.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+270;02RM27ALUM01;15;7;443690,3055;4479037,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+280;02RM28ALUM01;15;7;443673,7142;4479047,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+280;02RM28ALUM02;15;7;443673,266;4479048,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+290;02RM29ALUM02;15;7;443670,7986;4479053,883,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+290;02RM29ALUM03;15;7;443671,1945;4479052,966,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+300;02RM30ALUM01;15;8;443667,925;4479060,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+300;02RM30ALUM02;15;8;443667,531;4479061,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+310;02RM31ALUM01;15;8;443664,9114;4479067,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+310;02RM31ALUM02;15;8;443665,3139;4479066,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA - Palmera.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+200;02RN20ALUM01;5;5;443544,5457;4479055,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA - Palmera.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+290;02RN29ALUM01;5;4;443577,0092;4478969,905,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+330;02RR33ALUM03;15;7;443632,3577;4479026,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+340;02RR34ALUM01;15;7;443630,0398;4479031,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+340;02RR34ALUM02;15;7;443629,5975;4479032,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+340;02RR34ALUM03;15;7;443631,9349;4479027,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+350;02RR35ALUM01;15;8;443626,6335;4479038,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+350;02RR35ALUM02;15;8;443624,2741;4479043,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+350;02RR35ALUM03;15;8;443626,2299;4479039,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+360;02RR36ALUM02;15;8;443623,7981;4479043,997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+000;02XC00ALUM01;15;9;443320,1612;4479834,865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+040;02XC04ALUM01;15;9;443335,9808;4479802,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+060;02XC06ALUM01;15;9;443341,7056;4479781,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+070;02XC07ALUM02;15;9;443343,281;4479777,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+070;02XC07ALUM03;15;9;443344,816;4479774,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+080;02XC08ALUM01;15;8;443348,0359;4479766,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+080;02XC08ALUM02;15;8;443346,5104;4479770,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+110;02XC11ALUM01;15;8;443365,634;4479742,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+160;02XC16ALUM01;15;8;443385,031;4479698,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+210;02XC21ALUM01;15;8;443406,336;4479646,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+280;02XC28ALUM01;15;8;443433,5286;4479580,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+360;02XC36ALUM01;15;8;443460,5572;4479512,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+420;02XC42ALUM01;15;8;443484,7599;4479451,852,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+490;02XC49ALUM01;15;8;443507,0187;4479394,931,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+560;02XC56ALUM01;15;8;443532,7754;4479330,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+620;02XC62ALUM01;15;8;443559,7649;4479269,775,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+680;02XC68ALUM01;15;8;443582,3417;4479219,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+720;02XC72ALUM01;15;8;443601,4208;4479175,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+760;02XC76ALUM01;15;8;443615,2096;4479146,813,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+800;02XC80ALUM01;15;8;443632,0159;4479107,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+850;02XC85ALUM02;15;8;443634,9531;4479049,673,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+860;02XC86ALUM02;15;8;443636,8486;4479044,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+860;02XC86ALUM03;15;8;443635,2664;4479048,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+860;02XC86ALUM04;15;8;443637,1522;4479043,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+870;02XC87ALUM01;15;8;443641,3324;4479032,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+870;02XC87ALUM02;15;8;443639,5791;4479037,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+870;02XC87ALUM03;15;8;443639,8415;4479036,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+880;02XC88ALUM01;15;7;443641,7138;4479031,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+060;02XL06ALUM01;15;9;443347,6713;4479782,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+070;02XL07ALUM02;15;9;443350,9595;4479775,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+070;02XL07ALUM03;15;9;443349,1935;4479778,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+080;02XL08ALUM02;15;8;443354,0403;4479768,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;02+080;02XL08ALUM03;15;8;443352,4185;4479771,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+000;03NC00ALUM01;5;4;443661,4998;4478910,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+040;03NC04ALUM01;5;4;443674,7679;4478866,996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+130;03NC13ALUM01;5;4;443697,1474;4478776,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+180;03NC18ALUM01;5;4;443709,8244;4478728,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+240;03NC24ALUM01;5;4;443721,9731;4478669,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+290;03NC29ALUM01;5;4;443730,9524;4478621,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+340;03NC34ALUM01;5;4;443737,819;4478571,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+390;03NC39ALUM01;5;4;443744,1573;4478527,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+590;03NC59ALUM01;5;4;443744,4433;4478298,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+640;03NC64ALUM01;5;4;443747,0733;4478276,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+640;03NC64ALUM02;5;4;443750,0795;4478268,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+650;03NC65ALUM01;5;4;443750,599;4478263,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+650;03NC65ALUM02;5;4;443750,982;4478258,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+660;03NC66ALUM01;5;2;443751,5235;4478253,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+660;03NC66ALUM02;5;2;443752,005;4478248,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+690;03NC69ALUM01;5;2;443751,1816;4478227,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+740;03NC74ALUM01;5;2;443756,2389;4478182,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+790;03NC79ALUM01;5;2;443759,7314;4478143,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+830;03NC83ALUM01;5;2;443764,6477;4478102,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+870;03NC87ALUM01;5;2;443771,0491;4478048,945,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+940;03NC94ALUM01;5;2;443783,2423;4477972,883,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+020;03NL02ALUM01;5;4;443621,5898;4478870,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+070;03NL07ALUM01;5;4;443635,9451;4478811,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+120;03NL12ALUM01;5;4;443646,9975;4478765,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+270;03NL27ALUM01;5;4;443677,0744;4478641,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+320;03NL32ALUM01;5;4;443684,9974;4478592,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+360;03NL36ALUM01;5;4;443691,8975;4478550,709,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+420;03NL42ALUM01;5;4;443701,5682;4478487,846,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+650;03NL65ALUM01;5;4;443745,4331;4478266,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+650;03NL65ALUM02;5;4;443745,8025;4478262,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+650;03NL65ALUM03;5;4;443745,5148;4478264,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+650;03NL65ALUM04;5;4;443746,013;4478259,761,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T - Techo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+650;03NL65ALUM05;5;4;443727,8571;4478261,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+660;03NL66ALUM01;5;4;443746,5272;4478254,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+660;03NL66ALUM02;5;4;443746,29;4478256,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+660;03NL66ALUM03;5;4;443746,7972;4478251,837,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+660;03NL66ALUM04;5;4;443746,9784;4478249,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T - Techo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+660;03NL66ALUM05;5;4;443729,0544;4478248,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+670;03NL67ALUM02;5;2;443747,5165;4478244,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+670;03NL67ALUM03;5;2;443747,3202;4478246,769,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+680;03NL68ALUM01;5;2;443729,6197;4478231,828,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;03+060;03RA06ALUM01;5;2;443734,7618;4478124,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,
